,region,T1T2,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,DRD1,DRD2,DRD3,DRD4,DRD5,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHRNA10,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CHRNB3,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR3A,HTR3B,HTR3C,HTR4,HTR5A,HTR6,HTR7,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR3,VIP,PV+,SOM
138,PH,1.303819418,0.051812913,-0.216615081,0.502382576,-0.372416884,-1.034448862,-0.238246053,0.658199131,-0.816797733,-0.497266412,-0.562475383,-0.448765814,0.903709114,-1.069756269,-0.187571108,0.15225856,-0.551395833,0.077981606,-0.424475223,0.678310871,1.869495034,-1.186353445,-0.133995697,-0.669135332,0.30465278,-0.587333202,0.717302024,0.471443117,0.009485136,-1.029938817,0.362501234,0.142160252,1.325577736,-0.312478721,0.398798227,0.32857877,-0.340439618,0.088264197,-0.632620215,0.638264358,0.528873384,0.634695888,-0.041175291,0.209384322,-0.719229519,-0.009346735,0.501200557,0.731342196,-0.214119837,-0.925993741,-0.148323894,-1.201005578,-0.217717454,-0.667148232,-0.543478787,1.180162907,-0.193561584,-0.385651916,-0.306488514,-0.732540071,-0.084023006,-0.752635896,0.180351287,0.399507284,0.143120855,-0.678843021,0.400098175,-0.168428823,-0.267179012,-1.233602762,-0.036561616,0.214825436,-0.161055982,-0.504080355,0.494630396,-0.74549067,0.635103345,-0.001291233,-0.168936059,-0.5162853,0.143143371,0.260987014,0.275041074,0.322567135,-0.36266005,0.261572093,-0.612172067,-0.818187237,-0.55241096,0.101635195,0.419062376,-0.571844161
139,TPOJ1,1.363242626,-0.567054212,-0.467879355,0.521790802,-1.068657994,0.963091671,-0.516271055,0.345638245,-1.088038206,1.01761806,0.376804382,0.543833196,1.118553281,-1.296078324,-0.358740628,-0.572207689,-0.102952629,0.147517815,-0.136441946,0.02093963,-0.277708828,-0.213573486,-0.420981586,-0.326115668,0.165570959,0.504516006,-0.362885177,1.228385568,-0.495819718,-0.863779068,0.039557453,-1.554246306,0.925999999,0.552747011,0.375326753,0.265099674,-0.643914461,0.462222099,-0.401450992,0.573957562,0.586479723,0.577188849,0.093778312,0.526148796,-0.567240655,0.037063878,0.092269063,0.623828351,0.096944034,0.03634515,-0.158384606,0.035779968,1.840881824,-0.948637962,-0.42231223,1.439728498,0.265418649,-0.451706767,-0.027776469,-0.205935001,0.125504687,-0.869089723,-0.004584812,0.903393269,0.888925493,-0.641659737,0.27524969,-0.052284747,0.051682949,-0.88165617,-0.194825217,0.175291434,-0.111068912,-0.648955524,0.661300838,-0.31837064,0.89343071,-0.184210584,0.294621795,0.197547093,-0.402355164,0.208527103,0.059227761,0.371485621,0.649139643,-0.107008934,-0.63540417,0.976773918,-0.057776552,-0.215237275,-0.030487329,-0.717946529
140,TPOJ2,1.361393332,-0.974092185,-0.282831073,0.509718895,-0.124079458,0.301159561,-0.191074833,0.910000443,-0.784771919,-0.415256143,-0.147003114,-0.731375992,1.170680046,-0.83407414,-0.494342387,0.149320334,-0.326491594,0.153321445,-0.576928377,-0.122804359,0.044903658,-0.78269434,-0.543822885,-0.677267551,-0.204561561,-0.233416736,-0.200533539,0.634976029,-1.043444753,-0.722903669,-0.189551815,-1.400707126,0.789542556,0.078976728,0.540302336,0.322975308,-0.403722107,0.110429421,-0.647264421,0.554430187,0.032668389,0.264181525,0.293933749,0.629362226,-0.596637428,0.066587225,-0.157425806,0.338474154,-0.32233116,-0.611037195,-0.025053252,-0.784929156,0.793610692,0.228613555,-0.65448755,1.077026725,-0.382648617,-0.5641945,-0.229727075,-0.978685558,0.015921272,-1.463212371,0.010496026,0.494178355,0.291242659,-0.71589011,0.243866414,-0.175736651,-0.139084116,-1.138468027,-0.306462318,0.192909196,-0.360863894,-0.544731021,0.49206534,-0.629870057,0.549086869,-0.478704721,0.052172873,-0.38777256,0.073023342,0.338377625,-0.131150827,0.922888756,-0.10690596,-0.254928142,-0.487040609,0.061252173,-0.94826597,-0.008608991,0.424634516,-0.683872581
141,TPOJ3,1.347018898,-1.229986191,-0.388647825,0.306255877,0.333818704,-0.231723115,-0.572612345,1.022336721,-0.390320837,-1.448894262,0.125698075,-1.185795188,0.633976221,-0.012853287,-0.660122991,0.244724616,-0.299828291,0.159504831,-1.177964091,-0.28843084,-0.397535086,-0.042465165,-0.794340193,-0.973715544,-1.378658772,-0.702605009,-0.145620361,-0.321215034,-1.261985779,-0.917263746,-0.767754495,-1.106581569,-0.08049529,-0.575677574,0.935165107,0.159176871,-0.1623566,-0.393476009,-1.048435092,0.215578094,-0.345364571,-0.045706268,0.702864647,0.113019012,-0.986818194,0.080214515,-0.543537378,-0.224311545,-0.327517122,-0.671973705,0.7027812,-0.867648184,-1.296796203,0.296008795,-1.036168337,0.210777387,-0.671671152,-0.335636437,-0.867495179,-1.463131547,0.011451206,-1.485243082,0.407794803,0.630823672,0.16167824,-0.880461037,0.056807932,-0.368478566,-0.155024946,-1.382724285,-0.793653965,0.265845925,-0.79537183,-0.63516593,0.707670987,-1.126173377,0.592493236,-0.946580768,0.414214462,-0.9164446,0.14268595,0.151931524,-0.306478977,1.348986506,-0.195454508,-0.420213103,-0.579345047,-0.017721979,-0.958280921,0.324233174,0.618287623,-0.727695227
142,DVT,1.351528227,-0.111501761,-0.91242063,1.013810873,-0.12324129,-0.184694618,-0.797964931,1.476733327,-1.222515106,-0.773480833,1.262130737,-0.385822296,0.659600794,-0.527505875,-0.916774511,0.628625929,0.514091849,-0.158860892,-1.598937035,-0.762516499,0.557437778,-0.592395604,-1.21908617,-0.827741623,-0.572981477,-0.686259806,0.094170228,1.110449791,-0.282232642,-0.697817266,-1.127128363,1.09316361,-0.02976856,-0.422273725,1.159515381,0.788935542,-0.800015211,-0.913636863,-1.220637202,-0.009217436,-0.746578038,0.133523226,0.579849064,0.031101784,-1.231911898,0.284469664,0.305713564,-0.533660471,0.340726763,-0.303009957,1.018155336,-0.223781809,-1.386978626,-0.241945833,-1.335826874,-0.358974785,-2.047345638,-1.224047661,-1.103790164,-0.652493,0.155263573,-0.996363878,0.848641038,0.009786664,0.020860035,-0.973281085,-0.422439694,-0.513752043,-0.55580014,-0.867292285,-1.498579264,0.824286401,-0.622780859,-0.97432071,1.690422297,-1.235698342,0.661137581,-1.168432832,1.434994817,-0.962435603,0.69949156,-0.762326241,-0.667774081,1.48762691,0.901452124,-0.418434501,-0.523908556,-1.693226814,-0.511770368,0.702766657,0.902399361,-1.402773142
143,PGp,1.27348876,-1.088044286,-0.647562683,-0.050376423,-0.191717073,-0.278816074,-0.984339416,1.133399248,-0.495399326,-1.241794944,0.440068871,-0.412315339,0.2154717,-0.326369286,-0.172769547,-0.019373644,-0.40563488,0.133417398,-1.169109821,-0.944069445,-0.313207567,0.421929747,-0.631321251,-0.13044627,-1.851219058,-0.961930454,0.160676494,-0.968131185,-1.108596206,-1.037729144,-0.805894613,-0.313107431,-0.289205909,-0.370049328,1.067748308,0.594457328,-0.3670654,-0.301624388,-1.112587094,0.508623838,-0.406461865,0.054495934,0.8137362,0.470703989,-1.06152463,0.119906932,-0.503397048,-0.665518105,0.205868557,0.798332453,1.019598126,-0.603961051,-1.829458475,0.141553655,-1.209978938,-0.324009061,-0.009909132,-0.085122965,-1.196943641,-0.294287354,0.53434217,-1.291409612,0.609565973,0.9460392,0.060387723,-1.105172157,0.064303704,-0.305391073,-0.145442918,-1.241568685,-0.724582791,0.597836852,-0.58876282,-0.862995028,1.183473945,-0.877005637,1.369703531,-0.570917368,0.621277332,-0.41807127,0.817964256,-0.498847961,-0.277525157,1.470370293,0.339715898,-0.182751104,-0.884834945,-0.038542982,-0.592985094,0.508409023,0.713263631,-0.814849734
144,IP2,1.348648131,0.729668796,-0.051022705,1.528491616,-0.329993993,-1.042189837,0.316021949,0.59992367,-0.346866548,0.627718389,0.11207445,1.296153426,1.046317577,-1.813587189,-0.603785753,0.857475817,-0.202856407,0.582228541,0.020330613,-0.256286293,-0.166399762,1.164294958,-1.021543622,1.544042468,1.046172738,0.189221233,0.997376502,0.733606219,0.080125064,-0.608875275,-0.277470291,-0.321891576,-0.408982426,0.947033226,0.537838757,0.451850086,-0.489858538,-0.178201199,-0.447358966,0.97157234,0.440291017,0.399442762,-0.485189795,0.29710865,-0.125105068,-0.036469154,0.692546129,1.734165311,0.409878194,1.072911263,0.984096408,-0.335799694,-0.327344686,0.85935092,-0.719150484,1.864825964,0.005290265,0.255533874,0.460624427,-0.805741608,-0.253262222,-0.520065427,-0.042168416,0.196575373,1.181290269,-0.575829029,0.738317609,0.048391562,-0.301261723,-0.685742438,0.908200443,0.757101178,0.333812833,-0.44548443,1.168790579,-0.627448142,0.722422779,0.2782906,0.783255339,-0.399673402,0.998075783,0.310891151,0.428772628,0.959261775,-0.145241126,1.336910009,-0.61040318,0.137552887,-0.472773969,0.26526013,0.863112926,-0.658706665
145,IP1,1.342299938,-0.460163563,-0.541880727,1.558561683,-0.82316792,-0.727508187,-0.502224505,0.976511896,-0.509798467,-0.550038099,1.083136201,0.1910308,0.644030631,-0.558732033,-0.787607133,1.047744513,-0.287628561,0.486076534,-1.081567407,-0.338482291,-0.779547274,0.679672182,-0.977043569,0.316612899,0.187488273,-0.102883331,0.906049192,0.676623821,-0.589259088,-0.764725983,-0.904672146,-0.579159498,-0.299795955,0.753062308,0.968600512,0.992496312,-1.170567393,-0.24139224,-1.088089943,0.834543705,-0.49475351,0.31209296,0.587204933,-0.419120908,-0.538399041,0.159019306,-0.092403196,0.58313328,1.240325212,1.402231932,1.368335247,0.435938388,-0.97235781,0.936570823,-0.986802578,0.065876894,-0.976632297,-0.695502818,-0.155656487,-0.504889131,0.380031347,-0.647180915,0.587981522,0.788405538,0.793946147,-0.826155484,0.540017664,0.256348073,-0.34543094,-0.337125659,-0.661267281,1.323208451,0.123465195,-0.645392537,1.822561622,-0.7108863,1.489518762,-0.434340328,1.59851265,-0.152579412,0.883559227,-0.282716155,0.537637949,1.382271409,0.352433592,0.051217139,-0.576641977,-1.674836516,-0.901784122,1.095060349,0.619534075,-0.974076271
146,IP0,1.340853572,-0.70838356,-0.630721867,0.814961553,-0.739650428,0.047597133,-0.805772305,1.304417729,-0.645434976,-1.324998021,0.73489958,-0.508338273,0.269098699,-0.557612658,-0.709554434,0.392456442,-0.533792436,0.134465843,-1.236814499,-0.411682308,-0.385994881,-0.77132082,-0.859842062,-0.504595578,-2.043242931,-0.778563201,0.388326347,-0.566465557,-0.883378029,-0.967216015,-0.958922327,0.266915232,-0.294774622,0.11346741,1.160669565,0.611890852,-0.718817294,-0.542281151,-1.226270676,0.076797709,-0.728316128,0.163549796,0.513012409,0.415314376,-1.17291224,0.405602753,-0.339583009,-0.059541855,0.625940442,0.360940278,0.584423363,-0.246328846,-1.65085566,0.081735514,-1.235360146,-0.299763411,-0.751694322,-0.920136452,-0.872096717,-0.73739022,0.415061712,-1.070438266,0.615575969,0.765886068,0.192462355,-1.183458328,0.116959587,-0.208842605,-0.350767553,-0.970434248,-0.977280021,0.68778044,-0.316031843,-0.99710691,1.556550145,-1.169285536,1.465996504,-0.83338958,0.888136566,-0.546823263,0.574907839,-0.517527282,0.318617731,1.298988938,0.392202765,-0.822553039,-0.733335376,-1.508181572,-0.617025614,0.696999609,0.619036615,-1.035420418
147,PFop,1.253840089,0.592411995,-0.468888849,-0.3190552,-0.051839467,-0.842263401,-0.344580442,0.413790256,0.072228275,0.741505504,0.419710726,1.640210271,0.306024581,-0.122299217,-1.070844412,-1.017791152,1.468006611,-0.620055318,0.750880957,1.191661,-0.117878094,-0.482209474,-0.681487024,0.274038821,0.896870613,-1.508971572,-0.318957031,0.706918836,-0.235804141,-1.033278823,-0.499407351,1.148473978,0.24012655,-0.193354532,0.405537724,0.233381376,1.070044875,-0.328315377,-0.276449859,0.053479318,0.25145787,-0.13306272,0.492370158,0.733577251,-0.817181647,-0.722216964,-0.831226349,-0.629429996,-0.167279109,-0.062087893,0.262601554,-0.347405374,1.318679214,-1.1051296,-0.655280054,-0.051112439,-0.232940048,0.588436186,-0.457041919,0.852110982,-0.593672931,-0.066926591,-0.494623154,-0.464657843,-0.260108292,-0.489727139,-0.366259009,-0.666546404,-0.218084738,-0.58680439,-0.72518158,0.306750387,-0.629148066,-0.721846282,0.021762917,-0.342435062,-0.697228253,-1.001042962,0.475943595,-0.577894986,0.170046315,-0.531639397,-0.650836825,-0.005386647,1.804976702,1.108457208,-0.823153317,0.857863128,1.405477405,-0.228198603,0.411039412,-0.359038711
148,PF,1.226270199,0.60386914,0.071368277,0.93180263,-0.620548606,-0.858010769,0.195049807,0.283088058,-0.022935404,0.363332868,0.172591686,1.475676656,0.915260434,-1.539827704,-0.253652066,-0.426085174,-0.413949907,0.19247736,0.794548452,0.616687536,0.150387421,0.218574554,-1.000167012,1.074791193,0.558336198,-1.117154598,0.107853219,0.937599361,-0.031965464,-1.209820747,0.17576687,-0.363358974,0.513843775,1.304979563,0.179859504,0.325958788,0.02189376,0.280110687,-0.008119423,0.695934474,0.918882847,0.615867853,-0.183679938,1.038080812,-0.026469506,-0.080655053,0.568939447,1.432669163,0.298131168,1.017419338,-0.39859584,0.029368658,1.09950757,-0.783276916,-0.259644121,1.320496917,0.752289176,-0.026999407,0.068394281,0.515930474,-0.245288223,0.215506911,-0.500438929,0.769968152,0.530095279,-0.359194487,0.477860689,0.057366572,-0.188863397,-0.456834376,0.85803628,0.554119945,0.371907622,-0.153898165,0.779389441,0.019203829,0.136466369,0.655482054,0.181391507,0.208733797,0.406409591,0.575742602,0.590611398,0.358054101,1.706750154,1.482952833,-0.645440519,0.632533491,0.254510075,-0.206266269,0.075994842,-0.290430188
149,PFm,1.246747494,0.194953069,-0.120401956,1.429990053,-0.069416836,-1.175193191,0.219461426,0.571671188,-0.084892079,0.295839131,-0.354752123,0.855364263,1.140755177,-1.299745202,-0.319096923,0.73422581,-0.667416453,0.708917677,-0.10645216,-0.474484205,-0.493330836,0.556867838,-0.967294097,1.292607069,0.639973879,0.049496897,0.730058849,0.609040618,-0.20618403,-0.723009408,-0.137864769,-0.73510927,0.036475558,1.103232265,0.329832911,0.440775365,-0.525063574,0.131859168,-0.601984322,0.932702124,0.489079893,0.348812521,-0.393202096,0.641683638,-0.124728642,-0.309896022,0.449977249,1.556708932,0.366398692,1.412506104,0.461753309,0.10687378,-0.420761347,0.793036938,-0.477897376,1.342459202,0.52318728,0.185142145,0.149996117,-0.649314702,-0.095888272,-0.496592879,-0.277734905,0.51873517,0.837054312,-0.767474949,0.477043509,-0.12960504,-0.196286887,-0.669972241,0.687780857,0.807026386,0.116810881,-0.399185538,0.973916173,-0.339807928,0.354151219,0.397011369,0.427300453,-0.080044374,0.81635195,0.477205098,0.534973979,0.668496907,0.250759125,0.972010374,-0.530564487,0.17788516,-0.554072261,0.124503739,0.486421764,-0.576518416
150,PGi,1.283476591,-0.935116351,-0.130484879,0.897529304,-0.138534114,0.11965055,0.029841555,0.76640743,-0.250072926,-0.709651351,-0.176978305,-0.457396567,1.054573774,-0.208200097,-0.52783221,0.362638056,-0.889929056,0.450627327,-0.566148221,-0.628334701,-0.703079581,-0.391389668,-0.596180558,-0.188342437,-0.706402659,-0.204641238,0.095193028,0.021798121,-1.131874204,-0.795848846,-0.356384635,-1.590083003,0.271657377,0.258279413,0.434600264,0.300991058,-0.538387895,0.044850085,-0.646834075,0.401457936,-0.048007801,0.240890011,-0.05643674,0.291372538,-0.386214644,0.01776834,-0.195101365,0.748007655,0.031821501,0.285514712,0.0503067,-0.231320754,-0.656075656,0.786363959,-0.400146872,0.939416349,0.008290779,0.057711083,-0.126996338,-1.44806695,0.120749675,-1.026802659,0.133305117,0.574020028,0.607749581,-0.710098326,0.431061834,-0.211695328,-0.088723369,-0.8863886,-0.234696805,0.294790566,0.034949478,-0.477826953,0.811532199,-0.375383258,0.921914637,0.041452035,0.241469845,-0.151379392,0.291598141,0.491235673,0.465195686,0.959261775,-0.117946789,-0.250163227,-0.485395968,-0.277845144,-0.762908578,0.202138618,0.417051047,-0.522796035
151,PGs,1.258986592,-0.863061607,-0.299605995,1.500656605,-0.065504365,-0.4682872,-0.673906744,0.94357127,-0.291113406,-0.605544806,0.349550664,-0.268986374,0.489226699,-0.501471162,-0.542397261,0.678378582,-1.416177273,0.622416377,-1.195746779,-0.794767976,-1.085681915,0.773916006,-0.170288444,0.078415103,-0.658468366,-0.107071966,0.57655406,-0.13793005,-0.609082937,-0.883049428,-0.625484109,-0.770422161,-0.132691011,0.767085671,0.770799398,0.869319379,-0.965589881,0.175348222,-0.907924592,0.694896817,-0.30209744,0.196565285,0.57489264,0.302936792,-0.345764905,0.087226398,-0.309972405,0.523312211,0.884674072,1.591553926,0.825581551,0.304161817,-1.336488366,0.7971524,-0.379210383,-0.01459039,0.084093124,-1.312647223,-0.41096276,-0.936242342,0.637754738,-0.759656489,0.687530816,1.587145925,0.362255007,-0.769319892,0.683674037,0.466962844,-0.087764904,-0.861931145,-0.520422161,1.168198586,0.144110784,-0.396689147,1.597043514,-0.235793486,1.84618485,0.108132042,0.915512562,0.238303646,0.754448533,0.415530235,1.211272717,1.521455765,0.204008326,0.004656584,-0.60588634,-0.774761915,-0.525671661,0.85630548,0.570885599,-0.486990303
152,V6A,1.395682335,-0.442849964,-0.773287654,0.901163638,-0.185595706,-0.408675492,-0.999912202,1.484545946,-1.142377734,-0.719247639,0.90443486,-0.108533286,0.648946941,-0.781329334,-0.818720579,0.787331998,-0.115524776,0.085386805,-1.713495374,-0.535169482,0.624251068,0.075116001,-1.191780567,-0.245330587,-1.181800485,-1.342684627,0.6436885,0.832364678,-0.536456645,-0.841630995,-1.376171827,0.923969448,-0.077809706,-0.544994473,1.323297024,0.826998413,-1.262091279,-0.5192765,-1.441849947,0.003772289,-0.663589001,0.215280414,0.60496074,0.007289768,-1.37170589,-0.229402497,-0.066548415,-0.048914369,0.155382082,0.043196335,0.941527545,-0.453335732,-1.677736998,-0.639330983,-1.287145495,-0.435694665,-0.904661536,-0.717234313,-1.232362866,-0.747112095,0.129738778,-0.953955829,0.358510554,0.171099931,0.146558613,-1.76646471,-0.634224951,-1.01703167,-0.489094973,-1.329540372,-0.848068416,0.907542825,-0.903665423,-1.11829114,1.732471824,-1.349537969,0.825193167,-1.092703104,1.058555484,-1.123264194,1.121614218,-0.749481082,-0.365747452,1.169700742,0.810447991,-0.022957858,-0.619091451,-1.542573452,-0.829122365,0.351358354,1.035546184,-1.386844873
153,VMV1,1.404144168,1.369760513,-1.121879458,-1.44118011,-1.180010557,-0.389565617,-1.006709099,0.475126714,-1.712843537,2.046209574,0.298798651,1.410936832,0.682922065,-0.128359184,0.242502376,-0.728193581,0.871386945,-0.584985852,0.736327171,0.604386687,1.28981173,0.510473371,0.030483004,0.301296502,-1.445458531,-1.129470825,-1.108636379,0.634670556,1.434768319,-0.687119007,0.071244106,2.528499365,1.911743402,-0.906404495,0.875076592,0.727632701,-0.477936745,0.170194894,0.063730784,-0.176211759,2.07978344,1.009239793,0.113310389,2.107308149,-1.569786668,0.57346952,0.918347955,0.357024282,-0.548484564,-1.169979334,0.231396213,-0.823129058,-1.082692027,-1.614984274,-0.601375401,1.635649323,0.278413564,1.653586984,-1.188608289,0.894604504,0.181425035,-0.717247009,0.255136698,0.627593577,-0.143471122,-0.940184712,-0.351187944,-0.12136174,-0.173265055,-0.081737682,-0.140752316,0.231237859,-0.393337965,-0.755209208,0.325565934,-0.665779233,1.28892231,-0.120602384,0.646977186,-0.559828401,0.222731307,-1.119927526,-1.287322402,0.139921218,0.611080825,1.982901335,-0.566953778,0.503969014,2.188660145,0.308571398,0.47947973,-0.609364033
154,VMV3,1.384810805,1.037988305,-0.979759932,-0.217126578,-0.839556098,-0.674458444,-0.74649173,0.591877759,-1.937945724,0.725694358,0.013066442,0.77510798,0.375299543,-0.449633449,-0.188179478,-0.32869783,0.463288993,-0.401746422,0.093607813,0.459867507,1.588292956,-0.529495358,-0.208779857,0.020507511,-0.860202014,-0.883412182,0.222499609,0.223804891,0.680113733,-1.121073365,0.038072921,1.405327678,2.037483692,-0.669059396,0.709139228,0.921926737,-0.655102193,0.391829193,-0.239619449,0.49936226,1.512964964,0.812627971,0.471287429,0.614272714,-1.306940079,0.215378717,0.685906351,0.583307743,-0.256275356,-0.845754147,-0.00574852,-1.120840549,-0.797720611,-1.577914357,-0.790952563,1.486540675,-0.251218677,0.275450498,-0.710923135,0.731184661,-0.099102803,-0.982156873,0.397272438,0.546322048,-0.014042903,-0.903460741,0.044652157,-0.273557127,-0.373858392,-0.656345904,-0.20297578,0.484656155,-0.15851675,-1.094920397,0.701908171,-0.638009727,1.46434021,-0.650239766,0.875516295,-0.375142902,0.254365385,-1.088680863,-0.38185668,0.437423795,0.424383193,1.465238333,-0.811287403,-0.049188759,1.575563788,-0.11891976,0.119671464,-0.84808296
155,PHA2,1.199209094,0.858457208,0.176217496,-1.983202815,-1.280642509,0.94040066,0.103529274,-0.257699847,-0.313456833,1.806108952,-0.06536442,0.476739347,0.509966493,0.297574818,0.573505819,0.004495599,-1.033878684,-0.038503725,-0.063998133,0.572458446,-0.552524209,0.526633322,1.415225387,-0.466550142,0.156184018,0.058426742,-0.513873219,-0.181564257,0.44040069,-0.425440729,1.576297641,0.201639548,1.427266955,-0.934939682,-0.575572908,0.339162558,-1.329961538,1.294972539,0.900650024,0.554674923,-0.012366993,1.216700196,0.002599979,-0.265531063,0.21180442,0.68675369,-0.069247909,-0.638801038,0.341834515,-0.712752581,0.287842304,1.440133214,0.547796428,-1.516281128,0.887718678,-1.36321342,1.530249,0.441241711,-0.978800058,-0.328935832,1.714123607,-0.057056583,1.262965798,2.09248662,-1.664709926,1.116082311,-0.067121789,1.194241047,0.420974702,0.216751993,0.592748463,-1.136402965,0.943782687,0.727742255,-0.718307316,1.01773417,0.617293954,0.676858425,-0.716957152,1.080939531,-1.156353831,-0.684552491,0.854602993,-0.968973517,-0.063345559,-0.760725141,-0.003364424,0.647549093,0.900617957,0.665101826,-1.040431023,0.493313253
156,V4t,1.39143914,-0.772925854,-1.308521271,0.619682848,0.627837956,-0.864059746,-1.715686083,1.116657138,-0.770716071,-1.263822675,-0.044813033,-0.567475975,0.628897667,0.661288083,-1.46047008,0.864265919,0.549199045,-0.170014098,-1.205282927,1.659924388,1.312445879,-0.122846082,-0.77886343,-0.947457254,-1.314891696,-1.228743553,0.635659099,-0.547369599,-0.678390622,-0.954949558,-1.226709127,0.042841021,0.144066885,-1.54159677,1.29977417,0.575480163,0.733347595,-0.231716126,-1.370533705,-0.175190791,0.413022876,-0.146227285,0.952709734,-0.05756104,-1.232071757,-0.331357539,-0.220604047,-0.436512291,-0.037212338,0.162797719,1.010141134,-1.220708489,-1.380204439,-0.569591105,-1.565161586,-0.216357574,-0.923939586,-0.054446641,-1.034209728,-0.148056895,-0.489516824,-1.248791456,0.23122853,0.300756544,0.065732457,-1.531668663,-0.055557903,-0.682656348,-0.30162546,-1.303503752,-0.715213656,1.053713441,-0.887619793,-1.501411915,0.925710559,-1.434452653,1.089497089,-1.321417093,0.772799194,-1.067765117,0.925362468,-0.152297586,-0.37541911,1.105192542,0.413656384,0.471047044,-0.791630328,-0.106883347,-0.921678901,-0.086414471,1.017930269,-0.812780678
157,FST,1.329889655,-0.449271858,-0.216453329,0.559656441,0.32839933,-1.031975865,-0.529122591,1.089041591,-0.730240583,-0.930065691,-0.502450943,-0.910921693,0.985109985,-0.557574034,-0.343311131,0.17387481,-0.410237372,0.029075928,-0.969605803,0.549414396,1.129909039,-0.460081011,-0.324450821,-1.058663845,-0.497158498,-0.266202182,0.211385697,0.302408278,-0.434944123,-0.856193483,-0.329569966,-0.006063644,0.86646986,-0.302611381,0.739314616,0.083768606,0.317290753,-0.063362911,-0.901114523,0.232427031,0.35043937,0.24331215,0.566580594,0.581827581,-0.691069245,-0.064068817,0.10717497,0.418468267,-0.409202933,-1.184473634,0.135412768,-1.292452574,-0.451658219,-0.438699871,-0.648997068,0.872955859,-0.764573395,-0.658556879,-0.688241839,-1.395046234,-0.231152311,-1.241437912,0.104104511,0.275792271,0.226509094,-0.931637228,0.337556869,-0.166681364,-0.216446579,-1.503067851,-0.424845874,0.29608947,-0.49284637,-0.591320515,0.600612044,-0.941953659,0.705952704,-0.6864748,-0.01125142,-0.865193367,0.062663265,0.51133275,0.403483838,0.957858086,-0.209786221,0.357682198,-0.494953841,-0.18187733,-0.954499602,0.162726164,0.62110126,-0.547231972
158,V3CD,1.371353865,-0.790401042,-1.554911852,0.146000862,0.36572364,-0.723985136,-1.615884304,1.366077662,-0.938378334,-1.130537391,0.226152182,0.027696708,0.432443619,0.517875552,-1.135876536,-0.132324263,1.211241126,-0.589146614,-1.073954105,-1.103185773,0.648636639,0.282293171,-0.901912332,-0.357433736,-2.799627542,-1.741169095,-0.044592537,-1.23230052,-0.963527024,-1.138073564,-1.310410976,0.792333066,-0.298137248,-1.458314657,1.364975095,0.583599746,-0.071324304,-0.941846788,-1.526631117,-0.055065256,0.006528471,-0.320302546,0.48387906,0.694807172,-1.758646131,0.064046793,-0.39945814,-1.544475913,-0.397825658,-0.005496579,0.732686877,-1.333907008,-1.732976317,-0.339775413,-1.924138904,-0.492622763,-0.850866556,1.337336779,-1.35934329,0.614601493,-0.043703359,-1.493128181,0.623494864,-0.37683472,-0.074586302,-1.604937553,-0.746268332,-0.939547777,-0.353273898,-1.181644797,-1.149061799,0.45420897,-1.141548991,-1.453729391,1.058180451,-1.734709263,1.405826092,-1.547235966,0.850573719,-1.50389564,0.476395428,-0.737591803,-1.116354942,1.072863817,0.8998276,-0.087859325,-0.931178272,0.303443581,-0.623053432,-0.322793484,0.79256022,-1.548860431
159,LO3,1.371108055,-1.091894746,-1.138187051,0.045142367,0.205375925,-0.52919668,-1.547207236,1.101225495,-0.610841274,-1.401761293,0.333105713,-0.617810667,0.412020117,0.202236623,-0.932142019,0.208894804,0.6370731,-0.189604431,-1.231001139,0.488646448,0.314934999,0.542656124,-0.916379392,-0.666731119,-1.825139403,-1.374913692,-0.024386166,-0.721114755,-1.055889487,-1.084379673,-1.001090884,-0.524891376,-0.051483847,-1.078563929,1.195985675,0.137565568,0.595414579,-0.274273843,-1.273789763,0.184303269,-0.026159447,-0.209968984,0.979160786,-0.07530044,-1.357359767,-0.155759335,-0.554083824,-1.005196333,-0.253388375,-0.22738643,1.14059341,-1.022622108,-1.65966785,-0.28480491,-1.548548937,-0.34442535,-0.750145972,0.584264338,-1.145196199,-0.192261845,-0.207452938,-1.603860378,0.406376243,0.398988664,0.092105873,-1.28214407,-0.369169861,-0.627074242,-0.239386097,-1.277447104,-1.052241683,0.372185409,-1.200117111,-1.277353764,0.785824835,-1.164402366,0.970818281,-1.210670948,0.739238203,-1.037819743,0.403459042,-0.406071573,-0.711771548,1.219707012,0.447042644,-0.154827446,-0.858438134,0.255840302,-1.000072598,0.137302801,0.712465048,-1.040429473
