,region,T1T2,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,DRD1,DRD2,DRD3,DRD4,DRD5,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHRNA10,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CHRNB3,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR3A,HTR3B,HTR3C,HTR4,HTR5A,HTR6,HTR7,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR3,VIP,PV+,SOM
11,PEF,1.349003196,-0.326696664,0.698696196,0.841922879,1.115519881,-0.382893652,0.219553664,-0.017772404,0.325915188,-0.405828476,-0.658594429,-0.153653473,-0.674472153,0.985727489,-0.066765994,-0.010268238,1.001007199,-1.158901095,0.416596651,0.418904394,-0.509669483,0.64116168,0.156343862,0.785138965,1.631699085,0.429015338,0.487763584,-0.616469324,-0.23551695,0.846452534,-0.729144216,0.185156271,-1.878018737,1.077314496,0.005056772,-0.512270153,2.586295128,-1.217870951,-0.715168238,-1.302416563,0.380612671,-1.494699478,-0.152671784,0.309992582,0.107085109,-1.53500843,-1.936895728,-0.994272232,-0.348135859,-0.22926724,0.682446897,-0.259084493,0.301421791,-0.1277906,0.060710501,-0.317466408,-0.16115953,1.494548559,-0.025459772,1.676854014,-1.377889156,-0.546651721,-1.094996452,-1.661283135,1.732498527,0.511329472,-1.829422116,-1.289372444,-0.18260017,0.723672152,-0.894543111,0.542132616,-1.63937819,0.297300577,-0.399439007,-0.420161456,-0.069595568,-1.285919189,0.229194999,-0.889668643,0.463400424,-0.972857177,-1.935576677,0.238337189,0.188297018,0.277378589,-0.399864733,1.683707952,1.634740114,-0.83181417,0.881593823,-0.026716467
12,55b,1.308860302,-0.202310681,0.636608064,0.945594847,0.718541861,-0.052218225,0.522044837,0.033534158,0.464149326,-0.249463201,-0.77486223,0.303771794,-0.426374853,0.833167076,0.161986843,-0.140391424,0.645097971,-1.176229358,0.628368795,0.845638335,-0.344718814,0.78336513,0.167716801,1.514283538,1.186287999,0.179904833,0.493614495,0.184076637,0.278419435,0.910031378,-0.613538802,0.296800524,-1.907826424,1.004805326,0.002774172,-0.121869281,2.226576805,-1.292755604,-1.026559711,-1.263127804,0.707370341,-1.329850078,0.00997733,0.812045455,0.121664681,-1.420923948,-1.884901166,-0.553292513,-0.335206956,-0.077431425,0.554765582,-0.068950199,0.338470876,0.01715998,0.136701658,-0.043975949,-0.119786553,1.72650063,0.073600873,1.557265162,-1.387439251,-0.620706081,-1.234466314,-1.091594577,1.830935001,0.361055017,-1.644846082,-1.3097893,-0.072617918,0.835836947,-0.665218174,0.550751626,-1.499822617,0.465508431,-0.326341152,-0.484458596,-0.225191668,-0.871604025,0.295426607,-0.637693584,0.722086787,-0.638619959,-2.123102903,0.128191665,-0.018256934,0.397215605,-0.546123862,1.403498054,1.591027737,-0.886913359,0.949532032,0.024524076
13,V3A,1.51034832,-0.425482482,-1.685492635,0.272032678,0.556157768,-0.667038441,-1.663307071,2.005944252,-1.808218002,-0.612767935,0.160114646,-0.397633433,0.98796308,-0.110352993,-1.806441426,0.506061137,1.157185793,-0.923470259,-1.810837269,-2.090923071,1.771942973,-0.429001331,-0.826702416,-1.211524963,-1.826069117,-1.699299216,-0.320116758,-0.306193113,-0.677880049,-1.248988152,-2.068856239,2.188531876,-0.18475531,-2.185511351,1.498733759,0.896161258,-1.185621977,-1.165318847,-1.848973155,-0.69910574,-0.003252302,-0.330628753,-0.543974042,1.139464617,-1.975436568,-0.098915324,-0.3175008,-1.30007863,-0.626763642,-1.158704877,1.016175628,-1.411934137,-1.678264618,-1.187706232,-1.869128823,-0.559093535,-1.574401617,-0.829144597,-2.391045094,0.039369185,-0.274806678,-2.086640835,0.521427691,-0.262042046,-0.522934318,-2.036898851,-1.07715106,-1.606665373,-0.706391156,-1.779234052,-1.667497993,0.95563525,-1.383490324,-1.851087213,1.601404071,-2.328645706,1.517840624,-2.140872955,1.053235531,-2.245810747,1.134917259,-0.882661164,-1.430099487,1.513489842,1.433333755,-0.512736917,-0.775019288,-0.066197425,-0.636836827,-0.63231355,1.247635365,-1.542859674
14,RSC,1.698964834,2.167532682,-1.136063218,0.604960024,-2.044318438,0.08593186,-0.079490826,0.318452805,0.025768204,1.259157181,-0.807745755,1.328968287,1.610941052,0.874370933,0.442064792,-1.345782995,0.649994969,-0.354153365,1.382064939,1.537431002,2.118773222,-0.222913787,-0.411734879,1.587558866,-0.941037595,-0.750780046,-2.08672452,0.943157375,1.188617587,-0.147721827,-0.110911913,0.17966184,0.142476931,-0.222629413,0.204252839,-0.275631517,-1.415698171,0.080871455,-0.064653702,-1.159120321,1.606656909,0.603022099,-1.01340282,1.699730515,-0.365153849,1.261177778,1.569948912,1.66718936,-1.835070133,-2.41023159,-1.244295597,-0.89107722,-0.835754752,0.003114269,-0.185255811,2.368967533,-1.430519104,1.893034339,-0.216591164,0.887082994,0.064375192,-0.891028941,-0.555265784,0.377197742,1.209012866,-0.229603752,0.876443803,1.020807624,-0.078867875,0.826486051,-0.61482209,0.028840061,-0.520873547,0.155904189,-0.30485183,0.216704533,-0.116282649,-0.014487692,-0.049663406,-0.342705518,-0.901478112,-0.288647979,-0.340210944,0.812901139,-1.262050152,0.848949194,-0.350383699,0.221649125,1.71925807,1.32385397,-0.615063429,-0.597621739
15,POS2,1.399499238,-0.282328874,-1.074082851,0.729304016,0.199720547,0.019927438,-0.753133416,1.401805878,-1.415637493,-0.977969825,1.754903316,-0.547222733,0.957443714,-0.103636861,-0.958536923,0.517429948,1.104819536,-0.016585331,-1.808453918,-1.288473725,0.519846916,-1.097553372,-1.285994172,-0.68342948,-0.059366308,-0.602333665,-0.01447224,2.182297468,-0.411091685,-0.684657574,-1.13510859,0.743984222,-0.569595337,-0.105335496,1.144476175,0.789544523,-0.656472027,-0.621997416,-1.098938823,0.414267123,-0.928006172,0.214994803,0.769389749,-0.099136114,-1.168142796,0.255284071,0.430594534,-0.736385465,0.322391838,-0.369067907,1.586241961,0.104180306,-0.858334064,0.238977998,-1.2774266,-0.652093172,-2.550042152,-1.163319707,-1.140443325,-0.692771792,0.317361355,-0.854332566,1.268814564,0.487303257,-0.004268005,-0.831308901,-0.358242005,-0.164906114,-0.573896825,-1.007580042,-1.690402269,0.701138258,-0.495870471,-0.719254136,1.77745688,-0.858391821,0.70064652,-1.112134814,1.571824193,-0.370747715,0.638117373,-0.628508806,-0.703732252,1.880957365,0.992165267,-1.369033098,-0.476786554,-2.20373559,-0.539172053,1.110064745,0.716494322,-1.382867932
16,V7,1.476166725,-0.588662565,-1.063349962,0.570388675,-0.329857826,-0.127204537,-1.218476295,1.559146643,-1.215765595,-1.294501662,0.616216242,-0.445281953,0.556564331,-0.806823611,-1.063930511,0.26614362,0.048948243,-0.131650716,-1.447823405,-1.006001353,0.283778816,-0.47581318,-0.944481611,-0.632728934,-1.659452796,-1.297152042,0.263492197,-0.148950219,-0.986797154,-1.081905961,-1.540232301,0.689047992,-0.265496016,-1.006633282,1.292762518,0.549521148,-1.137095928,-0.771462083,-1.529889941,-0.30572322,-0.888071656,0.042117339,0.430987746,0.279513836,-1.743404031,-0.037129957,-0.295871317,-0.576170444,-0.058935024,-0.366416007,0.649814725,-0.829735756,-1.608885646,-0.536854684,-1.410225391,-0.530240357,-1.026556253,-0.755181968,-1.466142178,-0.442800879,0.025787476,-1.41417098,0.315282315,0.08765769,-0.111000553,-1.761033058,-0.656301439,-1.241811395,-0.497362763,-1.454136729,-1.078358889,0.63583529,-1.05254209,-1.466596007,1.528351784,-1.68191123,1.414634466,-1.472548127,0.864036739,-1.470357537,0.799527466,-0.881634116,-0.805820644,1.077452183,0.896880031,-0.634881079,-0.746895909,-1.110289693,-0.992066264,0.113564625,0.9770841,-1.30274868
17,IPS1,1.384192705,-0.446983129,-0.618302405,1.390233517,-0.739650428,-0.28363806,-0.542854667,1.256398916,-0.610976458,-1.214163661,1.133112073,-0.352814674,0.526116192,-0.783182025,-0.989880323,0.779482841,-0.360640585,0.229024529,-1.364092231,-0.217242897,-0.515000522,-0.14293386,-1.000955343,-0.224794522,-0.734310567,-0.748259246,0.677517474,0.55165875,-0.642069519,-0.844660521,-1.014265537,0.464172065,-0.261788756,0.083436243,1.153548121,0.65140301,-0.95857048,-0.765318453,-1.251316547,0.071597271,-0.941779137,0.289795548,0.6025756,-0.317484766,-1.044429898,0.302641839,-0.097014137,0.127843976,0.766694009,0.20204486,0.687531292,0.005225064,-1.479179978,0.165836096,-1.346792579,-0.318807721,-1.498266816,-1.163095713,-0.499403238,-0.775134325,0.298225552,-0.795611203,0.561288893,0.211313412,0.438618541,-1.020350814,0.017372334,-0.09369266,-0.469822049,-0.712400198,-0.932938874,0.837286472,-0.208108261,-0.909475505,1.718518019,-1.299133539,1.076455355,-0.760090828,1.209541798,-0.693111777,0.675168693,-0.554786325,0.640109837,1.216390848,0.608729899,-0.875197291,-0.450544089,-2.081261158,-0.671899736,0.93608737,0.721211791,-1.252082109
18,FFC,1.342589557,0.503151357,-0.298692346,-0.186051413,-1.433083534,-0.914031267,-0.058207173,-0.027422186,-0.876724422,0.263345599,-0.219704315,0.223179236,0.710570097,-1.119760633,-0.177302167,0.520980716,-0.521379411,0.261146724,-0.390001386,1.002852082,1.512084365,-1.754884005,0.031061551,-0.442273498,0.241230115,-1.239603519,1.054717779,0.323279142,0.091891743,-1.283131599,0.496172458,0.267882645,1.437962294,-0.108794525,0.197410733,0.51717025,-1.281999111,0.476671815,-0.538402081,0.719644666,0.394084007,1.050590992,-0.023254773,0.008751402,-0.728961825,0.04357649,0.480761558,0.597058952,0.160803273,-0.030963192,0.105195694,-0.148861304,-0.217288628,-0.935160995,-0.576934218,1.156593084,0.373994827,-0.53264606,0.212889239,0.120023884,0.20210132,-0.376923829,0.168634176,1.098410368,-0.045391332,-0.411565572,0.043596476,-0.22697477,-0.148403287,-0.336196452,0.536727548,0.113169722,-0.009136118,-0.552811265,0.413905829,-0.505081058,0.806858301,-0.056340672,0.174322546,-0.135977894,0.300954551,-0.228218302,0.127275378,-0.303784072,-0.041215748,0.184109494,-0.740707397,-0.880488396,0.289530128,0.004160943,0.151986867,-0.622926116
19,V3B,1.433756828,-0.517678082,-1.555508018,-0.247852266,0.102607772,-0.348308116,-1.359914541,1.589036345,-0.982913852,-1.306471109,0.196460411,-0.243682638,0.252511859,0.468527406,-1.170462489,-0.526867568,1.066008449,-0.704765141,-1.050333619,-1.421688318,0.579999983,-0.239921927,-0.970448434,-0.676862061,-2.633328915,-1.460719228,-0.457925171,-0.990851164,-0.849609673,-1.182199836,-1.631679296,1.054221511,-0.379783005,-1.714782715,1.304982066,0.210146144,-0.978262126,-1.401295424,-1.554869413,-0.547998846,-0.36797449,-0.283323944,0.257190228,0.853636324,-1.984796643,0.324147403,-0.450614393,-1.366862535,-0.516716182,-1.159502029,0.301868796,-1.390330434,-1.49838376,-0.339005798,-1.737267494,-0.615601838,-1.45608902,0.529016316,-1.534217954,0.330524981,-0.154707044,-1.703420758,0.629369915,-0.446961343,-0.339040428,-1.543174386,-0.921886623,-1.218433738,-0.501146197,-1.447142601,-1.483952045,0.045032326,-1.021656632,-1.574099541,1.039888859,-2.040363312,1.070422292,-1.755149603,0.784998,-1.906624198,0.168010592,-0.937015831,-1.230486989,1.135854244,0.742766857,-0.704211891,-0.890780866,-0.452688247,-0.717487752,-0.118199915,0.636249542,-1.507937431
20,LO1,1.398260117,-0.865727305,-1.865403533,0.313844174,0.688013732,-1.279515862,-2.10320282,1.214792132,-0.965795398,-1.217348456,0.109304637,-0.049936917,0.357498944,1.35202682,-1.58903563,0.439727724,1.307727933,-0.598450601,-1.155672908,0.33307305,1.553019762,0.93601346,-0.709583402,-0.702406526,-2.288211584,-1.909419298,0.331661522,-1.267403483,-0.686998248,-1.218161106,-1.559542656,0.224269301,-0.136554033,-1.739420295,1.386856437,0.621860921,0.668157876,-0.746946514,-1.457971811,-0.301176012,0.427385956,-0.372066379,0.639698744,0.331717312,-1.700098515,-0.199871808,-0.320284128,-1.508335471,-0.212230578,0.447072446,1.151486754,-1.20437181,-1.657271147,-0.508034468,-1.92191267,-0.39630571,-0.879594564,0.884970069,-1.206536889,0.664321721,-0.287914127,-1.482077837,0.496594667,-0.313985705,0.081001282,-1.657304764,-0.612113118,-0.911631703,-0.387428313,-1.02915597,-1.135779738,0.823879123,-1.182463765,-1.707762361,1.021825314,-1.596922874,1.453432441,-1.680165052,1.124115348,-1.422272086,0.736815035,-0.494362324,-0.86166501,0.973877668,0.947256684,0.023261778,-0.890339971,0.712499738,-0.673018694,-0.516606092,0.872575879,-1.446568131
21,LO2,1.391308427,-0.615878284,-1.797201514,0.767815769,0.839870811,-1.358142734,-2.096099854,1.060489058,-1.009506464,-1.030251503,0.01310187,-0.029117735,0.751349211,1.046905994,-1.967770934,1.248634458,1.108419418,-0.400623679,-1.191162109,1.61935246,2.024229765,0.013174218,-0.573584557,-0.997689545,-1.639908075,-1.894973874,1.081032753,-0.944487631,-0.376190543,-1.052443504,-1.56740582,0.582663,0.029895617,-1.978666782,1.458558798,1.29733479,0.637566864,-0.44481349,-1.381554008,-0.274752617,0.712080657,-0.185136512,0.649278581,0.140035585,-1.359916925,-0.445001483,-0.032209497,-0.847668707,0.245983064,1.165404916,1.370991826,-1.100029588,-1.630616903,-0.603148222,-1.809841752,-0.128958568,-0.871179104,0.344109833,-1.049208522,0.75842309,-0.381905735,-1.170873165,0.343416542,0.119084656,0.125523448,-1.639123797,-0.153599173,-0.955432355,-0.458617806,-1.096894145,-0.552063107,1.617371559,-0.807774484,-1.827209592,1.267162561,-1.643511415,1.525917888,-1.557775736,1.310186744,-1.141260862,1.387664676,-0.554100692,-0.744570315,1.030919909,0.927404583,0.527018547,-0.899207056,0.257224947,-0.407651275,-0.545566201,1.193577409,-1.06523037
22,PIT,1.37550962,-0.240135387,-1.883736134,0.628622949,0.334705293,-1.866063595,-2.209906101,0.657385528,-1.150795102,-0.977722168,-0.193745345,0.003594605,0.785690308,0.579150617,-1.9775424,1.156116486,1.111094713,-0.508803964,-1.056619644,1.581443906,2.315129519,-0.718908668,-0.589452744,-1.022200346,-1.159550667,-1.825071096,1.383749843,-0.8919155,-0.257550538,-1.252465367,-1.395819068,1.302018523,0.249443427,-2.155171871,1.235577822,1.151777029,0.310677737,-0.380787045,-1.452342987,-0.092649743,0.734870613,-0.062971212,0.55883795,-0.297050834,-1.456739783,-0.6075598,0.268222451,-0.697191179,0.317088276,0.888408601,0.946780324,-1.2319206,-2.00478673,-0.584506869,-1.68135035,0.376391113,-1.02749455,-0.032396931,-0.861580014,0.744491041,-0.517650604,-1.103066325,0.117078908,0.108312659,0.206375539,-1.559074402,-0.204196706,-1.320125818,-0.524306059,-1.202327847,-0.292311609,1.352813601,-0.925516844,-1.866760612,1.182049036,-1.591449738,1.618145347,-1.388662219,1.266876221,-1.269136786,1.343411803,-0.534141123,-0.754245341,0.72084564,0.800784647,0.810832322,-0.854575157,-0.345172495,-0.214866266,-0.782269776,1.168705225,-0.945547462
23,MT,1.479680419,-0.971096635,-0.787666142,0.257618695,0.428138584,-0.601683497,-1.038303256,1.097884417,-0.590038598,-1.326953053,-0.031447064,-1.012446284,0.585495651,0.459958553,-0.98422879,0.299678892,0.199691713,0.022620114,-1.225370646,0.773310721,0.317842841,0.051561009,-1.008294344,-0.976422489,-1.276539326,-0.848525465,-0.02509488,-0.460735649,-0.965752721,-0.933263898,-0.934768677,-0.408479542,0.184491619,-0.93690747,1.016013622,-0.003701019,0.520744443,-0.282047302,-1.240485549,0.012331815,-0.14345713,-0.145682633,0.878750026,-0.150111914,-1.205026031,-0.205892488,-0.328248501,-0.436320335,-0.457678735,-0.735124409,0.861137211,-1.184529424,-1.180793881,-0.150273263,-1.331383348,0.102747068,-0.979991496,-0.001096004,-1.000955939,-1.146121502,-0.269085526,-1.529633164,0.220709473,0.211471453,0.099338129,-1.153324008,-0.198026061,-0.55481106,-0.198177263,-1.454473615,-0.875062704,0.166468799,-1.110988975,-1.049559355,0.570772111,-1.233807445,0.544500232,-1.264789104,0.380190879,-1.20818603,0.178225115,-0.021688381,-0.469481736,1.203564644,-0.104132146,0.08561296,-0.645749211,-0.056768481,-1.145691872,0.239179343,0.692597449,-0.894269168
24,A1,1.721851468,0.276203156,-0.612440169,0.126753792,0.286605805,-0.365392387,-0.420435935,0.730635881,-0.581283391,1.358933687,1.414576769,0.395533681,-0.045456935,1.077456713,-1.578693271,0.177695557,1.501110792,-0.427734792,-0.548842192,1.150496244,0.136428803,0.35080865,-0.209334537,-1.489664197,0.75196439,0.322265297,-0.381762683,-0.719650686,-0.711831927,-0.758767128,-0.540061653,-0.340755939,0.524030924,-1.192052603,0.810129344,0.425886303,0.868832648,0.02626531,0.252148747,-0.307376027,-0.871256888,0.196667135,-0.053537726,-0.612642825,-0.890001714,-0.10771139,-0.447462201,-1.973309994,-0.045273937,0.365259379,-0.10578993,0.059083421,1.225156426,-1.343641043,-0.730848908,-0.475697935,-0.487299204,-0.038572263,0.258228004,0.390614212,0.171006754,0.372446805,0.744832754,0.071437955,0.000674578,-0.601101816,-0.489437819,-0.37620011,-0.048143785,-0.185974196,-0.631979167,0.467654824,-0.830289364,-1.068579435,-0.51516211,-0.21593681,0.831760406,-1.070905328,0.388153374,0.109540604,0.253819108,0.011765971,-1.201315999,0.197296903,1.485468864,-0.899740815,-0.671340346,0.59910959,1.212780237,0.1615403,0.878885806,-0.173057973
25,PSL,1.25288403,0.103948943,-0.150162458,0.746317387,-0.816777229,0.242273167,-0.076341882,0.498977751,-0.759563267,0.287073702,0.542671204,1.124092221,1.27701664,-1.176037192,-0.405617893,-0.553187072,0.087731145,0.164334297,0.129243299,0.042751644,-0.310213357,0.189107716,-0.882564068,0.602547348,-0.175615489,-0.385151893,-0.091927312,1.001253128,-0.468082279,-0.958985925,0.350414842,-1.308608651,0.726361752,0.926267207,0.263868332,0.203702405,-0.296334237,0.373291373,0.070648067,0.573125839,0.687446475,0.617747545,-0.382965118,0.631741345,-0.265256554,0.075757742,0.263695359,1.063377023,0.035846606,0.811961889,-0.022215536,0.152808011,1.082515717,-0.480021387,-0.232347041,1.37602222,0.506400168,-0.420217305,-0.160648137,0.009380293,0.007488697,-0.478801996,-0.001981376,0.647855878,0.674617171,-0.513824463,0.324424922,0.028613819,-0.035420846,-0.628189206,0.066199675,0.302198708,0.259715855,-0.230358526,0.821644127,-0.07260365,0.442947477,0.156409621,0.311129779,0.335100472,0.060856253,0.575742602,0.270391881,0.679963231,1.405375719,0.633794904,-0.461096287,0.493464082,0.170030653,0.012486991,0.077584475,-0.647515655
26,SFL,1.201920033,-0.686647296,0.824079692,1.050160766,-0.360192329,-1.082090139,1.239474893,-0.393700421,0.319438696,0.286058396,-0.50647682,1.035100698,-0.391202539,-1.324969292,0.672252953,-0.070694074,1.351479292,-0.107189618,-0.142631382,-0.645245314,-1.798895836,-2.286436319,0.049522322,1.5156883,-0.053146888,-0.06305135,0.249527335,-0.191337258,0.947021782,1.248078108,-0.43049702,0.364120603,-1.539940596,0.970900297,-0.255983233,0.733325839,-1.122021675,-0.572432697,-1.027151942,-0.015194796,0.196546242,-0.662340164,-0.121509634,-0.148258582,0.521573544,-0.477843553,-0.505878568,0.594231904,-0.108681723,0.976979077,0.663574338,1.359178305,-0.929789186,-0.11341285,0.645042062,-0.119897172,-0.053197887,1.355226398,1.02677393,1.053961635,0.035862934,0.710335016,-0.919865251,0.015896229,1.668789744,0.920038104,-1.2250036,-0.603147089,0.668917954,1.879221559,-0.12479692,0.737050712,-0.255549729,1.085212231,0.411477566,0.413387448,-1.973489642,0.171004653,0.529602528,0.503920674,0.386611849,-0.940134943,-1.253967047,0.482192606,-0.004006854,-1.107965708,-0.46997118,1.086840153,1.206891775,-1.062505126,0.380206108,-0.008789702
27,PCV,1.292470813,0.504497707,-0.003154283,0.09928178,-0.224765792,-0.977438927,0.905708134,0.796066999,-0.608576119,-0.126785934,1.345138192,0.12671341,1.355908871,1.239145637,-0.418556809,0.591913581,0.32155779,0.425547093,-0.385100663,-0.135688409,1.274231195,0.234698743,-1.07832408,0.360409081,0.203470394,-0.374574453,0.231398791,1.950832486,0.196156442,-0.44953832,-0.419903785,-0.140602246,-0.49362272,0.627871156,0.639756441,0.091250896,-0.420585662,-0.612731993,-0.830774784,0.321111262,-0.100958064,0.623632371,0.161947191,0.822931468,-0.233594924,0.499481291,1.326994419,0.666722178,-0.013069273,-0.126499459,-0.075661838,-0.462404251,-1.343776345,0.879107535,-0.708440542,0.692690313,-1.243778586,0.336897433,0.164294347,-1.55043757,-0.00366866,-0.828976631,0.251815766,0.024744479,0.561975539,-0.460028797,-0.067121789,-0.199460059,-0.464294285,-0.441348404,-0.849573672,0.010809519,0.18394731,-0.436905533,1.104710221,-0.600373685,-1.08997333,0.169887051,0.297967762,-0.7431041,0.120565161,-0.321393937,0.225854844,0.734110475,0.093028516,-0.481819004,-0.313485682,-1.407076597,-0.189691782,1.052186012,0.140771538,-0.662656009
28,STV,1.294110417,-0.321102738,-0.187121183,0.620709598,-0.785035729,0.696890414,-0.221188933,0.498977751,-1.054182529,0.673850119,0.352020949,0.690518916,1.267942429,-1.121690512,-0.469267011,-0.270151228,-0.269071341,0.334860235,-0.12029352,-0.226943597,-0.499875873,-0.46813491,-0.668051898,0.257328987,-0.070675433,-0.100328326,-0.187877372,1.039271474,-0.444955766,-0.676473558,0.117664762,-1.412294507,1.006765127,0.620808482,0.278464437,0.111195803,-0.497199059,0.333834469,-0.289594263,0.662580311,0.856353581,0.590656757,-0.06623143,0.823197007,-0.517273068,-0.110310562,0.224795803,1.018860221,-0.077789679,0.581116021,-0.126696244,0.024274778,0.936875463,-0.32998991,-0.39250654,1.531612158,0.589883089,-0.372653097,-0.188074321,-0.469895482,0.057300553,-0.718961835,-0.163637951,0.668839335,0.795347214,-0.67497021,0.246445984,-0.169620544,0.031998504,-0.744680762,0.12330427,0.147733763,-0.00650119,-0.468808889,0.668494344,-0.295356691,0.665159583,0.018506614,0.063348249,0.217608795,0.075045839,0.480857134,-0.001693385,0.547990441,0.802704334,0.333299875,-0.529331505,0.442803741,0.162155047,-0.152228102,0.199539408,-0.455481291
29,7Pm,1.279726982,-0.332930118,-0.36357832,0.889483154,0.17984955,-1.199500322,0.178282008,1.017591834,-0.880565464,-0.607143342,1.64328301,-0.02514378,0.815328717,0.051721938,-0.579896152,0.583815277,0.611763179,0.449933887,-1.44944334,-0.092202902,-0.143271357,-0.511828363,-0.963281095,0.437208027,0.221444562,-0.233300149,0.652358115,2.634912014,-0.67067647,-0.759764969,-0.643033683,-0.167008087,-0.29148072,0.616773367,0.88846159,0.673972607,-0.631533861,-0.445442051,-0.896073222,0.774574876,-1.277874947,0.590559363,1.182181239,-0.020925552,-0.334064245,0.350609004,0.748665452,0.340812564,0.555616736,0.078139991,0.660901845,0.034353681,-1.114268184,0.611123741,-1.002752423,-0.377271652,-1.939860702,0.011348943,-0.301815331,-0.721674919,0.319128931,-0.616241932,0.972911477,0.560543954,0.316617191,-0.414500386,-0.063327529,0.215498984,-0.582499146,-0.654094279,-0.910536408,0.687037408,0.404477388,-0.422929347,1.653633952,-0.518931448,-0.188937411,-0.15923202,1.343601942,-0.203293204,0.482814491,-0.470892042,0.918717504,1.324299216,0.284350544,-0.821863294,-0.492388964,-2.342403412,-1.50073266,0.963749349,0.42339462,-1.086925268
30,7m,1.337113976,0.055925902,-0.817507565,0.158877403,0.146985412,-0.043989472,-0.004700349,1.214928865,-1.210651398,-0.925178826,1.916074395,-0.631965578,1.150793076,0.431086898,-0.494981736,0.317920864,1.255723238,0.290767521,-1.3994838,-1.307972312,0.712239742,-0.787541866,-1.169141769,-0.415215701,0.392300338,-0.01629323,-0.052956156,2.674333096,-0.179076806,-0.520673454,-0.96689868,0.14037776,-0.586355448,0.459988713,1.052971244,0.422152251,-0.087781496,-0.413884491,-0.615511537,0.45774141,-0.797673285,0.385895163,0.618103862,-0.186652765,-0.831004143,0.49817434,0.990748048,-0.41117385,-0.271624655,-0.732165098,0.76219213,-0.279928923,-0.524582386,0.940824211,-1.005544662,-0.279316396,-2.795615196,-0.53335315,-0.6034953,-0.957505345,0.330330789,-0.938657105,1.38277328,0.980138183,0.311090827,-0.491922408,-0.166536778,0.118762173,-0.591151953,-0.745378256,-1.558926344,0.108232789,-0.350132793,-0.555745184,1.382560849,-0.675981462,-0.180168107,-0.544391811,1.140743732,-0.299563646,0.044024196,-0.302606493,-0.203348756,1.734421253,0.454020083,-1.397326708,-0.439825147,-2.241565228,-0.391479939,1.550267577,0.17436707,-1.282503724
31,POS1,1.378038466,1.403472304,-1.274357438,-0.804226577,1.175577641,0.490436107,-0.673491657,1.375994205,-1.402581692,0.137035683,0.917539954,-0.204558238,0.490433842,1.13525784,-0.004155851,-0.102059439,1.827591538,-0.734105229,-0.334781289,-0.420785218,1.671430469,-0.775767386,-0.061682284,-0.756305099,-0.432071388,-0.142312288,-2.187921524,1.096313596,0.951018453,-0.592963934,-1.188569903,1.524272919,0.305222809,-0.71769917,1.103482008,0.687813699,-0.319440484,-0.610982239,-0.809352696,-0.356643111,1.278443456,-0.135549068,-0.226887584,0.873670697,-1.157089829,1.237168431,1.436047316,-0.195744723,-2.036416531,-2.275151253,0.238034487,-1.729993105,-0.167347103,-0.236159995,-1.039610744,0.92356658,-1.728759646,1.116698265,-1.420604348,1.311288714,-0.065657444,-1.377598882,0.856813431,-0.096826978,-0.344579756,-0.439088136,-0.879447401,-0.113547586,-0.370682985,0.09692058,-1.777958751,0.553255856,-0.777297378,-0.684007406,0.731178105,-0.410993963,0.446807295,-0.850720167,1.038704634,-0.654063225,-0.027908515,-0.148900658,-0.927272677,2.057207823,0.357673466,0.197659045,-0.559053302,-0.711040139,1.110393167,0.427977979,0.325139284,-1.20399797
32,23d,1.297924042,1.373893738,0.177757189,0.154974893,-0.935422242,-1.448657751,0.030021854,-0.476363778,-0.031239182,0.56740737,0.429994494,1.114319324,1.184592605,0.762184501,0.215670392,-1.569098949,-0.774519026,0.053231567,1.067916155,-0.19847329,0.630225062,-0.937876761,0.039550122,2.064799547,-0.378630608,-0.737949252,-0.719565034,-0.048084196,1.121790767,0.945835233,-0.297267228,0.151107401,-1.44837141,0.735025108,0.173394993,0.04143348,-0.437652379,-0.133216202,-0.020627806,-0.490361452,1.522292376,0.305937976,-0.217300609,1.462703943,0.605600119,-0.015169171,1.041870832,1.457012892,-0.204544559,-0.939795136,-0.116184294,-0.159707785,-0.536052525,0.054018687,0.238015592,1.957887053,-0.097031198,0.301978528,0.071093112,0.432960361,-0.060555156,0.528286397,-0.633256912,1.014652014,1.09245348,0.089091189,0.549324453,0.77795136,0.362330228,1.040595651,0.578745365,-0.081869453,-0.261910558,0.235286936,-0.087729976,0.231141999,-0.745500684,0.272421658,-0.614734352,0.196608424,-0.089980155,-0.208129749,0.029893849,-0.088370837,-0.961232543,1.994603634,-0.23207593,1.510549307,1.709408283,1.467839241,-0.43816793,-0.078606419
